NE_name,EIC_Code,TSO,Substation_1,Substation_2,Voltage_level(kV),Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Fixed,DLRmin(A),DLRmax(A),Resistance_R(Ω),Reactance_X(Ω),Susceptance_B(μS),Length_(km),Comment,Substation_1_lat,Substation_1_lon,Substation_1_id,Substation_2_lat,Substation_2_lon,Substation_2_id
Niederrhein - Utfort ZENSEN S,11T0-0000-1534-A,AMPRION GMBH,Niederrhein,Utfort,380,-,-,-,-,-,-,2580,-,-,0.79,7.19,122,28, ,51.6466761,6.6811483,24462426.0,51.4754166,6.6168841,23380800.0
Osterath - St. Peter ZONS O,11T0-0000-1462-9,AMPRION GMBH,Osterath,St. Peter,220,-,-,-,-,-,-,1300,-,-,0.703,7.495,196.8,37, ,51.2606037,6.625973,24799890.0,48.2563255,13.0819957,81540198.0
Norf - Osterath ZONS W,11T0-0000-0425-M,AMPRION GMBH,Norf,Osterath,220,-,-,-,-,-,-,-,-,1290,1.73,9.289,116.6,31, ,51.1471157,6.7725072,31762305.0,51.2606037,6.625973,24799890.0
Altenfeld - Redwitz 459,11T-D2-D8-001007,50HERTZ,Altenfeld,Redwitz ,380,,,,,,,3600,,,0.429,7.087,132.842,25.8,Tie-line to DE (TTG),50.5734236,10.991345,149256409.0,50.1620758,11.1932457,24757392.0
Altenfeld - Redwitz 460,11T-D2-D8-001015,50HERTZ,Altenfeld,Redwitz,380,,,,,,,3600,,,0.9424403749989945,14.166686632362973,265.68449071408884,25.8,Tie-line to DE (TTG),50.5734236,10.991345,149256409.0,50.1620758,11.1932457,24757392.0
Brunsbüttel - Brunsbüttel 949,11T-D2-D8-000027,50HERTZ,Brunsbüttel,Brunsbüttel,380,,,,,,,2100,,,0.002,0.2,0.346,0.2,Tie-line to DE (TTG),53.8956326,9.2015449,30622610.0,53.8956326,9.2015449,30622610.0
Hagenwerder - Mikulowa 567,10T-DE-PL-00002B,50HERTZ,Hagenwerder,Mikulowa,380,,,,,,,2520,,,0.233,2.53,28.71416,2.6,Tie-line to PL (PSE),51.062518,14.9465212,59026005.0,,,
Hagenwerder - Mikulowa 568,10T-DE-PL-00001D,50HERTZ,Hagenwerder,Mikulowa,380,,,,,,,2520,,,0.243,2.606,29.81371,2.4,Tie-line to PL (PSE),51.062518,14.9465212,59026005.0,,,
Hamburg/Süd - Dollern 981,11T-D2-D8-00063O,50HERTZ,Hamburg/Süd,Dollern,380,,,,,,,2280,,,0.457,3.548,71,28.6,Tie-line to DE (TTG),53.4880407,9.9089299,11285720.0,53.5426705,9.5018982,24502420.0
Hamburg/Süd - Dollern 982,11T-D2-D8-000051,50HERTZ,Hamburg/Süd,Dollern,380,,,,,,,2280,,,0.457,3.548,71,28.6,Tie-line to DE (TTG),53.4880407,9.9089299,11285720.0,53.5426705,9.5018982,24502420.0
Helmstedt - Wolmirstedt 491-1,11T-D2-D8-000205,50HERTZ,Helmstedt,Wolmirstedt,380,,,,,,,3600,,,0.871,6.527,104.961,46.9,Tie-line to DE (TTG),52.2001435,10.999352,26474759.0,52.2689842,11.6386899,26472665.0
Helmstedt - Wolmirstedt 492-2,11T-D2-D8-000213,50HERTZ,Helmstedt,Wolmirstedt,380,,,,,,,3600,,,0.87,6.527,104.961,46.9,Tie-line to DE (TTG),52.2001435,10.999352,26474759.0,52.2689842,11.6386899,26472665.0
Krümmel - Krümmel 993,11T-D2-D8-00008W,50HERTZ,Krümmel,Krümmel,380,,,,,,,4000,,,0.004,0.2,0.031,0.2,Tie-line to DE (TTG),53.4121613,10.418303,943441483.0,53.4121613,10.418303,943441483.0
Krümmel - Krümmel 994,11T-D2-D8-00009U,50HERTZ,Krümmel,Krümmel,380,,,,,,,4000,,,0.004,0.2,0.031,0.2,Tie-line to DE (TTG),53.4121613,10.418303,943441483.0,53.4121613,10.418303,943441483.0
Mecklar - Eisenach 450-2,11T-D2-D8-000310,50HERTZ,Mecklar,Eisenach,380,,,,,,,2520,,,0.833,6.886,139.801,15.6,Tie-line to DE (TTG),50.9175581,9.7460332,29309786.0,50.9641736,10.3719972,29487085.0
Mecklar - Vieselbach 449-1,11T-D2-D8-000302,50HERTZ,Mecklar,Vieselbach,380,,,,,,,2520,,,1.774,16.325,267.067,87.1,Tie-line to DE (TTG),50.9175581,9.7460332,29309786.0,50.9992218,11.1197853,34105558.0
Redwitz - Remptendorf 413,11T-D2-D8-00050X,50HERTZ,Redwitz,Remptendorf,380,,,,,,,3600,,,0.731,7.216,126.606,18.4,Tie-line to DE (TTG),50.1620758,11.1932457,24757392.0,50.534273,11.6460233,128277645.0
Redwitz - Remptendorf 414,11T-D2-D8-00051V,50HERTZ,Redwitz,Remptendorf,380,,,,,,,3600,,,0.731,7.216,126.606,18.4,Tie-line to DE (TTG),50.1620758,11.1932457,24757392.0,50.534273,11.6460233,128277645.0
Röhrsdorf - Hradec 445,10T-CZ-DE-00002U,50HERTZ,Röhrsdorf,Hradec Vychod,380,,,,,,,2520,,,1.23,10.945,174.8296,51.9,Tie-line to CZ (CEPS),50.8586618,12.8151186,23117075.0,,,
Röhrsdorf - Hradec 446,10T-CZ-DE-00003S,50HERTZ,Röhrsdorf,Hradec Vychod,380,,,,,,,2520,,,1.23,10.945,174.8296,51.9,Tie-line to CZ (CEPS),50.8586618,12.8151186,23117075.0,,,
Vierraden - Krajnik 507,10T-DE-PL-000039,50HERTZ,Vierraden,Krajnik,380,,,,,,,2520,,,0.35,3.49,57.17699,13.1,Tie-line to PL (PSE),53.0960355,14.2706568,39428980.0,53.196395,14.4757377,39428977.0
Vierraden - Krajnik 508,10T-DE-PL-000047,50HERTZ,Vierraden,Krajnik,380,,,,,,,2520,,,0.35,3.49,57.17699,13.1,Tie-line to PL (PSE),53.0960355,14.2706568,39428980.0,53.196395,14.4757377,39428977.0
Beznau - Tiengen AARE O,10T-CH-DE-000034,AMPRION GMBH,Beznau,Tiengen,220,1792,1792,2187,-,-,-,-,-,-,0.245,1.91,16.2,5,Tie-line to Switzerland (SWISSGRID),47.5561687,8.2319816,98648381.0,47.6342495,8.2595026,31367940.0
Beznau - Tiengen AARE W,10T-CH-DE-000026,AMPRION GMBH,Beznau,Tiengen,380,896,896,1093,-,-,-,-,-,-,0.157,1.707,18.4,5,Tie-line to Switzerland (SWISSGRID),47.5561687,8.2319816,98648381.0,47.6342495,8.2595026,31367940.0
Laufenburg - Tiengen ANDLSB,10T-CH-DE-000131,AMPRION GMBH,Laufenburg,Tiengen,380,1620,1792,2140,-,-,-,-,-,-,0.403,3.599,41.8,12,Tie-line to Switzerland (SWISSGRID),47.5510365,8.0488911,50319857.0,47.6342495,8.2595026,31367940.0
Doetinchem - Niederrhein DOETM SW,10T-DE-NL-00007J,AMPRION GMBH,Doetinchem,Niederrhein,380,-,-,-,-,-,-,3600,-,-,0.362,7.205,153.6,32,Tie-line to Netherland (TENNET BV),51.9817254,6.2517589,723528920.0,51.6466761,6.6811483,24462426.0
Doetinchem - Niederrhein DOETM WS,10T1001C--000235,AMPRION GMBH,Doetinchem,Niederrhein,380,-,-,-,-,-,-,3600,-,-,0.48,7.31,135,30,Tie-line to Netherland (TENNET BV),51.9817254,6.2517589,723528920.0,51.6466761,6.6811483,24462426.0
Gronau - Hengelo HENGL SW,10T-DE-NL-00004P,AMPRION GMBH,Gronau,Hengelo,380,2500,2720,-,-,-,-,-,-,-,0.303,2.907,47.4,11,Tie-line to Netherland (TENNET BV),52.2042328,7.0346526,29471404.0,52.2614493,6.8010509,46659397.0
Gronau - Hengelo HENGL WS,10T-DE-NL-00003R,AMPRION GMBH,Gronau,Hengelo,380,2500,2720,-,-,-,-,-,-,-,0.303,2.907,47.4,11,Tie-line to Netherland (TENNET BV),52.2042328,7.0346526,29471404.0,52.2614493,6.8010509,46659397.0
Maasbracht - Oberzier SELFK WS,10T-DE-NL-00005N,AMPRION GMBH,Maasbracht,Oberzier,380,2500,2720,-,-,-,-,-,-,-,0.72,6.96,117.2,27,Tie-line to Netherland (TENNET BV),51.1471387,5.9222493,162176185.0,50.8715076,6.4578393,26593929.0
Maasbracht - Siersdorf SELFK SW,10T-DE-NL-00006L,AMPRION GMBH,Maasbracht,Siersdorf,380,2500,2720,-,-,-,-,-,-,-,0.495,4.935,81.6,19,Tie-line to Netherland (TENNET BV),51.1471387,5.9222493,162176185.0,50.9123436,6.2162245,25992879.0
Bauler - Flebour FLE BA N,10T-LU-DE-00001G,AMPRION GMBH,Bauler,Flebour,220,-,-,-,-,-,-,1290,-,-,0.235,1.512,19.5,5,Tie-line to Luxembourg (CREOS),49.9586343,6.2111151,89176939.0,49.9051641,6.1142819,63089603.0
Bauler - Flebour FLE BA S,10T1001C--00096F,AMPRION GMBH,Bauler,Flebour,220,-,-,-,-,-,-,1290,-,-,0.235,1.512,19.5,5,Tie-line to Luxembourg (CREOS),49.9586343,6.2111151,89176939.0,49.9051641,6.1142819,63089603.0
Blooren - Niederstedem BLONST S,10T1001C--00135V,AMPRION GMBH,Niederstedem,Blooren,220,-,-,-,-,-,-,1290,-,-,1.884,9.275,238.6,45,Tie-line to Luxembourg (CREOS),49.9225682,6.4750458,151967290.0,49.597228,6.1795521,471787127.0
Heisdorf - Quint HEI QU N,10T-LU-DE-00003C,AMPRION GMBH,Quint,Heisdorf,220,-,-,-,-,-,-,1290,-,-,1.416,7.3,97.7,26,Tie-line to Luxembourg (CREOS),45.8419832,1.3100405,71087267.0,49.6685109,6.1399073,1042974725.0
Ensdorf - St. Avold AVOLD,10T-DE-FR-00004C,AMPRION GMBH,St. Avold,Ensdorf,220,-,-,-,-,-,-,1150,-,-,0.925,4.067,47.6,13,Tie-line to France (RTE),,,,47.4528401,8.4518061,31308888.0
Ensdorf - Vigy VIGY1 N,10T-DE-FR-00005A,AMPRION GMBH,Ensdorf,Vigy,380,-,-,-,-,-,-,2720,-,-,0.365,5.13,89.2,20,Tie-line to France (RTE),47.4528401,8.4518061,31308888.0,49.1979144,6.2767238,81641090.0
Ensdorf - Vigy VIGY2 S,10T-DE-FR-000068,AMPRION GMBH,Ensdorf,Vigy,380,-,-,-,-,-,-,2720,-,-,0.365,5.13,89.2,20,Tie-line to France (RTE),47.4528401,8.4518061,31308888.0,49.1979144,6.2767238,81641090.0
Leupolz - Westtirol FUESSN O,10T-AT-DE-10007U,AMPRION GMBH,Leupolz,Westtirol,380,-,-,-,-,-,-,2400,-,-,1.275,10.67,176.7,41,Tie-line to Austria (APG),47.7386397,10.3624707,57727004.0,47.2439938,10.8739154,727225348.0
Voehringen - Westtirol FUESSN W,10T1001C--00037V,AMPRION GMBH,Voehringen,Westtirol,220,-,-,-,-,-,-,1282,-,-,2.302,19.97,339.4,79,Tie-line to Austria (APG),,,,47.2439938,10.8739154,727225348.0
Y-Werben  (-Buers - Herbertingen - Tiengen) BLUDNZ W,10T-AT-DE-00025Y,AMPRION GMBH,Werben,Y-Werben,220,-,-,-,-,-,-,1480,-,-,0.006,0.05,0.5,0,Tie-line to Austria (APG),47.4326458,9.7165734,83529203.0,,,
Y-Werben (-Buers - Voehringen) DELLM O,10T-AT-DE-00026W,AMPRION GMBH,Werben,Y-Werben,220,-,-,-,-,-,-,1540,-,-,0.01,0.059,0.4,0,Tie-line to Austria (APG),47.4326458,9.7165734,83529203.0,,,
Oberzier - Lixhe ALEGRO,22T201903146---W,AMPRION GMBH,Oberzier,Lixhe,380,-,-,-,-,-,-,3600,-,-,0.005,0.05,0.4,40,"HVDC cable, Tie-line to Belgium (ELIA)",50.8715076,6.4578393,26593929.0,50.754424,5.6680201,23141556.0
Daxlanden - Maximiliansau GOLDGR,11T-D4-D7-00002U,AMPRION GMBH,Maximiliansau,Daxlanden,220,-,-,-,-,-,-,2500,-,-,0.068,0.623,11,2,German internal tie-line to TRANSNET BW,49.0291863,8.2728935,276249131.0,49.0091828,8.3137172,152261133.0
Daxlanden - Weingarten GERMHM S,11T-D4-D7-00003S,AMPRION GMBH,Weingarten,Daxlanden,380,-,-,-,-,-,-, ,2720,3150,0.443,4.082,71.3,16,German internal tie-line to TRANSNET BW,49.257065,8.3083368,259561755.0,49.0091828,8.3137172,152261133.0
Dellmensingen - Voehringen DONAU W,11T-D4-D7-00005O,AMPRION GMBH,Voehringen,Dellmensingen,380,-,-,-,-,-,-, ,2580,3150,0.247,2.107,36.7,8,German internal tie-line to TRANSNET BW,,,,48.3041947,9.8856342,41389594.0
Herbertingen - Herbertingen UEB 41HE,11T0-0000-1883-F,AMPRION GMBH,Herbertingen,Herbertingen,380,-,-,-,-,-,-,1792,-,-,0.004,0.05,0.6,0,German internal tie-line to TRANSNET BW,48.0645109,9.4249693,25306752.0,48.0645109,9.4249693,25306752.0
Herbertingen - Herbertingen UEB 42HE,11T0-0000-1884-C,AMPRION GMBH,Herbertingen,Herbertingen,380,-,-,-,-,-,-,1836,-,-,0.005,0.055,8.6,1,German internal tie-line to TRANSNET BW,48.0645109,9.4249693,25306752.0,48.0645109,9.4249693,25306752.0
Hoheneck - Pulverdingen HO PU WS,11T-D4-D7-00014N,AMPRION GMBH,Hoheneck,Pulverdingen,380,-,-,-,-,-,-, ,2747,3150,0.132,1.743,27.2,7,German internal tie-line to TRANSNET BW,48.9131899,9.1969274,25786404.0,48.9029289,9.0457694,43688805.0
Kuehmoos - Tiengen KUEMOS,11T-D4-D7-00012R,AMPRION GMBH,Tiengen,Kuehmoos,220,-,-,-,-,-,-,1290,-,-,0.672,3.532,81.4,16,German internal tie-line to TRANSNET BW,47.6342495,8.2595026,31367940.0,,,
Mutterstadt - GKM RHEIN N,11T0-0000-1543-9,AMPRION GMBH,Mutterstadt,GKM,220,-,-,-,-,-,-,1380,-,-,0.328,1.88,20.5,6,German internal tie-line to TRANSNET BW,49.4387643,8.3542611,96251193.0,,,
Mutterstadt - GKM RHEIN S,11T0-0000-1544-6,AMPRION GMBH,Mutterstadt,GKM,220,-,-,-,-,-,-,1380,-,-,0.328,1.88,20.5,6,German internal tie-line to TRANSNET BW,49.4387643,8.3542611,96251193.0,,,
Y-Buers (-Herbertingen - Tiengen - Werben) BLUDNZ W,11T-D4-D7-00001W,AMPRION GMBH,Y-Werben,Bürs,220,-,-,-,-,-,-,1710,-,-,0.592,9.08,70.4,24,German internal tie-line to TRANSNET BW,,,,47.1430048,9.8104929,101997887.0
Y-Buers (-Voehringen - Werben) DELLM O,11T0-0000-0954-P,AMPRION GMBH,Y-Werben,Bürs,220,-,-,-,-,-,-,1710,-,-,0.513,9.13,69.7,24,German internal tie-line to TRANSNET BW,,,,47.1430048,9.8104929,101997887.0
Y-Dellmensingen (-Hoheneck - Voehringen) DONAU O,11T-D4-D7-00023M,AMPRION GMBH,Y-Voehringen,Dellmensingen,380,-,-,-,-,-,-, ,2676,3150,0.004,0.05,0.7,0,German internal tie-line to TRANSNET BW,,,,48.3041947,9.8856342,41389594.0
Y-Metzingen (-Herbertingen - Hoheneck) HERBTG W,11T-D4-D7-00016J,AMPRION GMBH,Y-Herbertingen,Metzingen,380,-,-,-,-,-,-,3150,-,-,0.024,0.356,5.8,1,German internal tie-line to TRANSNET BW,,,,48.5498005,9.274427,30734324.0
Bechterdissen - Guetersloh SENNE N2,11T0-0000-0072-V,AMPRION GMBH,Guetersloh,Bechterdissen,380,-,-,-,-,-,-,2720,-,-,0.345,3.257,59.8,13,German internal tie-line to TENNET GMBH,,,,52.0003456,8.6596117,24264701.0
Bechterdissen - Guetersloh SENNE S1,11T-D2-D7-00257J,AMPRION GMBH,Guetersloh,Bechterdissen,380,-,-,-,-,-,-,2720,-,-,0.345,3.257,59.8,13,German internal tie-line to TENNET GMBH,,,,52.0003456,8.6596117,24264701.0
Dauersberg - Dillenburg WESTW O2,11T-D2-D7-00020D,AMPRION GMBH,Dauersberg,Dillenburg,380,-,-,-,-,-,-,2612,-,-,1.072,9.68,167.2,38,German internal tie-line to TENNET GMBH,50.7683758,7.8634118,152403632.0,50.7599558,8.2851562,24536328.0
Dettingen - Grosskrotzenburg UMAIN S1,11T-D2-D7-00030A,AMPRION GMBH,Dettingen,Großkrotzenburg,380,-,-,-,-,-,-,-,2720,3150,0.06,0.56,9.8,2,German internal tie-line to TENNET GMBH,50.0602301,8.9894807,42372159.0,50.0825734,8.9588986,42410916.0
Doerpen West - Hanekenfaehr EMSLD WB,11T-D2-D7-00002F,AMPRION GMBH,Hanekenfaehr,Doerpen West,380,-,-,-,-,-,-,-,2216,3400,1.115,10.78,164.8,40,German internal tie-line to TENNET GMBH,,,,,,
Ganderkesee - St. Huelfe HUNTE SW,11T0-0000-1934-R,AMPRION GMBH,St. Huelfe,Ganderkesee,380,-,-,-,-,-,-,-,2570,3150,0.013,0.361,403.7,12,German internal tie-line to TENNET GMBH,,,,53.0317526,8.5653317,24493551.0
Ganderkesee - St. Huelfe HUNTE WS,11T0-0000-1935-O,AMPRION GMBH,St. Huelfe,Ganderkesee,380,-,-,-,-,-,-,-,2570,3150,0.013,0.361,403.7,12,German internal tie-line to TENNET GMBH,,,,53.0317526,8.5653317,24493551.0
Grosskrotzenburg - Urberach UMAIN N2,11T-D2-D7-000318,AMPRION GMBH,Urberach,Großkrotzenburg,380,-,-,-,-,-,-,-,2720,3150,0.32,2.97,51.7,12,German internal tie-line to TENNET GMBH,49.9745089,8.7721937,23284340.0,50.0825734,8.9588986,42410916.0
Kriftel - Frankfurt TAUNUS 2,11T0-0000-0030-G,AMPRION GMBH,Kriftel,Frankfurt,380,-,-,-,-,-,-,2760,-,-,0.13,1.395,19.4,5,German internal tie-line to TENNET GMBH,50.0973425,8.4718525,38661452.0,50.1591423,8.7352184,4826893.0
Meitingen - Oberbachern OBACHE N,11T-D2-D7-000504,AMPRION GMBH,Meitingen,Oberbachern,380,-,-,-,-,-,-,2400,-,-,0.538,6.23,113,25,German internal tie-line to TENNET GMBH,48.5395094,10.8675348,24652261.0,48.2914378,11.3707944,18629425.0
Meitingen - Oberbachern OBACHE S,11T-D2-D7-000512,AMPRION GMBH,Meitingen,Oberbachern,380,-,-,-,-,-,-,2400,-,-,0.538,6.23,113,25,German internal tie-line to TENNET GMBH,48.5395094,10.8675348,24652261.0,48.2914378,11.3707944,18629425.0
Meppen - Niederlangen EMSLD OW,11T0-0000-0983-G,AMPRION GMBH,Meppen,Niederlangen,380,-,-,-,-,-,-,-,2216,3400,0.257,2.96,38.5,10,German internal tie-line to TENNET GMBH,52.7534095,7.2783548,206289192.0,52.8701089,7.1959057,49299111.0
Nehden - Twistetal TWIST O3,11T-D2-D7-00010G,AMPRION GMBH,Nehden,Twistetal,380,-,-,-,-,-,-,2580,-,-,0.47,4.438,75.9,18,German internal tie-line to TENNET GMBH,51.4279274,8.6246579,42797575.0,51.3428947,8.9927693,41232144.0
Nehden - Twistetal TWIST W4,11T-D2-D7-00011E,AMPRION GMBH,Nehden,Twistetal,380,-,-,-,-,-,-,2580,-,-,0.47,4.438,75.9,18,German internal tie-line to TENNET GMBH,51.4279274,8.6246579,42797575.0,51.3428947,8.9927693,41232144.0
Ohlensehlen - Wehrendorf DUEMM S1,11T0-0000-0978-5,AMPRION GMBH,Wehrendorf,Ohlensehlen,380,-,-,-,-,-,-,-,2616,3150,0.876,8.02,138.8,32,German internal tie-line to TENNET GMBH,52.3457786,8.3079583,33411203.0,52.564215,8.8941194,267947573.0
Y-Asslar (-Dauersberg - Limburg) WESTW W1,11T0-0000-1238-D,AMPRION GMBH,Y-Dauersberg,Asslar,380,-,-,-,-,-,-,2612,-,-,0.521,4.571,78.2,18,German internal tie-line to TENNET GMBH,,,,,,
Duernrohr - Slavetice 437,10T-AT-CZ-00003X,APG,Duernrohr,Slavetice,380,,,,,,,2250,,,1.0335,14.265,187.3802,53.34,Tieline between AT-CZ.,,,,49.1037536,16.1188969,27867392.0
Duernrohr - Slavetice 438,10T-AT-CZ-00004V,APG,Duernrohr,Slavetice,380,,,,,,,2250,,,1.0335,14.265,187.3802,53.34,Tieline between AT-CZ.,,,,49.1037536,16.1188969,27867392.0
Kainachtal - Maribor 473,10T-AT-SI-00001T,APG,Kainachtal,Maribor,380,,,,,,,1920,,,0.725,9.05,105.9973,33.7,Tieline between AT-SI.,46.9036309,15.4230708,83740194.0,46.5219542,15.695756,113578863.0
Kainachtal - Maribor 474,10T-AT-SI-00002R,APG,Kainachtal,Maribor,380,,,,,,,1920,,,0.725,9.05,105.9973,33.7,Tieline between AT-SI.,46.9036309,15.4230708,83740194.0,46.5219542,15.695756,113578863.0
Lienz - Auronzo 261,10T-AT-IT-00001V,APG,Lienz,Auronzo,220,,,,,,,704,,,4.279,21.83,245.872,25.9,Tieline between AT-IT,46.8299772,12.7585271,148495765.0,,,
Meiningen - Buers  406A,10T-AT-DE-000231,APG,Meiningen,Buers ,220,,,,,,,2040,,,0.37,4.49,52.30751,28.9,Tieline between AT-DE.,47.3123674,9.5919204,61108302.0,,,
Meiningen - Ruethi 407,10T-AT-CH-00003T,APG,Meiningen,Ruethi,220,,,,,,,2400,,,0.0414,0.5295,5.6405,2.4,Tieline between AT-CH.,47.3123674,9.5919204,61108302.0,,,
Meiningen - Ruethi 408,10T-AT-CH-00004R,APG,Meiningen,Ruethi,220,,,,,,,2400,,,0.0339,0.5095,5.78512,2.4,Tieline between AT-CH.,47.3123674,9.5919204,61108302.0,,,
Nauders - Pradella 429,10T1001C--00133Z,APG,Nauders,Pradella,380,,,,,,,2300,,,0.435,5.202,14.482,2.9,Tieline between AT-CH.,46.8588305,10.5066291,1047447425.0,,,
Nauders - Pradella 430,10T1001C--001320,APG,Nauders,Pradella,380,,,,,,,2300,,,0.435,5.202,14.482,2.9,Tieline between AT-CH.,46.8588305,10.5066291,1047447425.0,,,
Neusiedl - Gyoer 246B,10T-AT-HU-00001W,APG,Neusiedl,Gyoer,220,,,,,,,600,,,3.325,17.105,113.7413,22.7,Tieline between AT-HU,47.9604113,16.837982,82201785.0,,,
Obersielach - Podlog 247,10T-AT-SI-00003P,APG,Obersielach,Podlog,220,,,,,,,920,,,1.99,13.44,93.03827,19.6,Tieline between AT-SI.,46.6685514,14.681692,83831570.0,46.2760127,15.1297018,119244495.0
St.Peter - Altheim 233/230,10T-AT-DE-00001B,APG,St.Peter,Altheim,220,,,,,,,1077,,,0.147,0.757,5.526,1.9,Tieline between AT-DE.,49.4861464,8.5315079,311076260.0,48.585733,12.2208354,77694901.0
St.Peter - Pirach 256,10T-AT-DE-000029,APG,St.Peter,Pirach,220,,,,,,,1350,,,0.134,0.698,9.364,1.9,Tieline between AT-DE.,49.4861464,8.5315079,311076260.0,48.1485314,12.7479214,91080806.0
St.Peter - Pleinting 258,10T-AT-DE-000037,APG,St.Peter,Pleinting,220,,,,,,,1350,,,0.134,0.698,9.364,1.9,Tieline between AT-DE.,49.4861464,8.5315079,311076260.0,48.6668064,13.1031456,24976300.0
St.Peter - Simbach 234/230,10T-AT-DE-000045,APG,St.Peter,Simbach,220,,,,,,,1077,,,0.147,0.757,5.526,1.9,Tieline between AT-DE.,49.4861464,8.5315079,311076260.0,48.2620466,13.0028153,91086220.0
Walgauwerk - Buers  405A,10T-AT-DE-10024U,APG,Walgauwerk,Buers ,220,,,,,,,2040,,,0.185,2.24,25.91813,34.5,Tieline between AT-DE.,47.1989119,9.6700549,852324809.0,,,
Westtirol - Buers  421,10T-AT-DE-000053,APG,Westtirol,Buers ,220,,,,,,,2140,,,1,14.35,170.1172,92,Tieline between AT-DE.,47.2439938,10.8739154,727225348.0,,,
Westtirol - Buers  422,10T-AT-DE-000061,APG,Westtirol,Buers ,380,,,,,,,2300,,,0.99,14.25,168.7035,92,Tieline between AT-DE.,47.2439938,10.8739154,727225348.0,,,
Westtirol - Leupolz 412,10T-AT-DE-10007U,APG,Westtirol,Leupolz,380,,,,,,,2392,,,1.33,10.65,177.9712,47,Tieline between AT-DE.,47.2439938,10.8739154,727225348.0,47.7386397,10.3624707,57727004.0
Westtirol - Voehringen 411 ,10T1001C--00037V,APG,Westtirol,Voehringen,220,,,,,,,1795,,,2.2525,19.978,1081.25,47,Tieline between AT-DE.,47.2439938,10.8739154,727225348.0,,,
Wien Suedost - Gyoer 245,10T-AT-HU-00002U,APG,Wien Suedost,Gyoer,220,,,,,,,600,,,4.992,25.665,170.7455,63.1,Tieline between AT-HU,,,,,,
Zaya - Sokolnice 243,10T1001C--001215,APG,Zaya,Sokolnice,220,,,,,,,800,,,2.544,12.57,82.4668,13.67,Tieline between AT-CZ.,48.6057763,16.8000937,96616299.0,49.1122091,16.6994817,27849030.0
Zaya - Sokolnice 244,10T1001C--001223,APG,Zaya,Sokolnice,220,,,,,,,800,,,2.544,12.57,82.4668,13.67,Tieline between AT-CZ.,48.6057763,16.8000937,96616299.0,49.1122091,16.6994817,27849030.0
Zurndorf - Gyoer 439B,10T-AT-HU-00003S,APG,Zurndorf,Gyoer,380,,,,,,,2000,,,0.745,10.355,128.2555,8.9,Tieline between AT-HU,47.9377161,16.9945648,171066516.0,,,
Zurndorf - Szombathely 440B,10T-AT-HU-00004Q,APG,Zurndorf,Szombathely,380,,,,,,,2000,,,1.865,20.85,251.6415,8.9,Tieline between AT-HU,47.9377161,16.9945648,171066516.0,47.2313127,16.6794049,166155511.0
Detmarovice - Dobrzen,10T1001A1001A09N,CEPS,Detmarovice,XDT_DB1,380,,,,,,,2000,,,2.34,24.51,297.5,2.44,Tieline between CZ-PL.,49.8996334,18.4745954,175071712.0,,,
Hradec - Etzenricht,10T-CZ-DE-00001W,CEPS,Hradec,Etzenricht,380,,,,,,,2000,,,1.68,21.86,342.5,129.2,Tieline between CZ-DE.,50.3459193,13.3273146,28099187.0,49.631035,12.1144211,29084374.0
Hradec - Rohrsdorf - V445,10T-CZ-DE-00002U,CEPS,Hradec,Rohrsdorf,380,,,,,,,,2010,2400,1.23,10.94,174.5,29.6,Tieline between CZ-DE.,50.3459193,13.3273146,28099187.0,50.8586618,12.8151186,23117075.0
Hradec - Rohrsdorf - V446,10T-CZ-DE-00003S,CEPS,Hradec,Rohrsdorf,380,,,,,,,,2010,2400,1.23,10.94,174.5,29.6,Tieline between CZ-DE.,50.3459193,13.3273146,28099187.0,50.8586618,12.8151186,23117075.0
Liskovec - Bujakow ,10T-CZ-PL-00002E,CEPS,Liskovec,Bujakow,220,,,,,,,1050,,,3.01,16.84,112,23.4,Tieline between CZ-PL.,49.7051523,18.315958,28624004.0,49.8424073,19.2127403,44389929.0
Liskovec - Kopanina ,10T-CZ-PL-00003C,CEPS,Liskovec,Kopanina,220,,,,,,,1050,,,2.92,16.71,119,23.4,Tieline between CZ-PL.,49.7051523,18.315958,28624004.0,50.1305903,18.8495778,183945016.0
Liskovec - P. Bystrica ,10T-CZ-SK-00001Y,CEPS,Liskovec,P. Bystrica,220,,,,,,,655,,,3.95,19.25,120.5,61.4,Tieline between CZ-SK.,49.7051523,18.315958,28624004.0,,,
Nosovice - Varin ,10T-CZ-SK-00002W,CEPS,Nosovice,Varin,380,,,,,,,1720,,,1.06,11.95,131,40.4,Tieline between CZ-SK.,49.6690344,18.4309024,28624204.0,45.8338865,6.5735291,219003019.0
Nosovice - Wielopole,10T-CZ-PL-00004A,CEPS,Nosovice,Wielopole,380,,,,,,,2000,,,1.952,20.496,248.8,38.8,Tieline between CZ-PL.,49.6690344,18.4309024,28624204.0,50.1226494,18.5409832,139452056.0
Prestice - Etzenricht,10T-CZ-DE-00004Q,CEPS,Prestice,Etzenricht,380,,,,,,,,2265,2400,1.18,14.5,225.5,75.7,Tieline between CZ-DE.,49.5895225,13.3353288,28477054.0,49.631035,12.1144211,29084374.0
