NE_name,EIC_Code,TSO,Substation_1,Substation_2,Voltage_level(kV),Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Fixed,DLRmin(A),DLRmax(A),Resistance_R(Ω),Reactance_X(Ω),Susceptance_B(μS),Length_(km),Comment,Substation_1_lat,Substation_1_lon,Substation_1_id,Substation_2_lat,Substation_2_lon,Substation_2_id
LIT 225kV N0 1 BACALAN-BRUGES,17T0000000170258,RTE,BACALAN,BRUGES,220,655,655,760,760,,,716.9811320754717,,,0.593,3.97,32.794,9.894,,44.8822758,-0.5458476,147394004.0,44.8908842,-0.6366516,138610604.0
LIT 225kV N0 1 BACALAN-MARQUIS (LE),17T0000000170266,RTE,BACALAN,MARQUIS (LE),220,898,920,1030,1030,,,971.6981132075471,,,1.12,7.583,76.562,19.408,,44.8822758,-0.5458476,147394004.0,45.0052972,-0.5497532,491111152.0
LIT 400kV N0 1 BAIXAS - GAUDIERE (LA),17T-FR-00000038U,RTE,BAIXAS,GAUDIERE (LA),380,4400,4500,4500,4500,,,4245.2830188679245,,,1.565,22.203,263.746,71.084,,,,,,,
LIT 400kV N0 2 BAIXAS - LA GAUDIERE,17T-FR-00000039S,RTE,BAIXAS,GAUDIERE (LA),380,4400,4500,4500,4500,,,4245.2830188679245,,,1.565,22.203,263.746,71.263,,,,,,,
LIT 225kV N0 1 BALARUC - FLORENSAC,17T0000000171092,RTE,BALARUC,FLORENSAC,220,1161,1241,1241,1306,,,1232.0754716981132,,,1.562,10.27,73.614,34.393,,43.446012,3.7061926,129830455.0,43.3864144,3.4815615,130595758.0
LIT 225kV N0 1 BALARUC - MONTPELLIER,17T000000017110H,RTE,BALARUC,MONTPELLIER,220,1233,1320,1320,1389,,,1310.377358490566,,,1.217,8.115,58.518,19.922,,43.446012,3.7061926,129830455.0,43.5805087,3.8494255,26272450.0
LIT 225kV N0 1 BALMA (POSTE)-VERFEIL,17T000000017146X,RTE,BALMA (POSTE),VERFEIL,220,1080,1185,1185,1289,,,1216.0377358490566,,,0.945,6.329,45.326,28.277,,,,,43.6293588,1.6722007,109817708.0
LIT 225kV N0 2 BALMA (POSTE)-VERFEIL,17T000000017147V,RTE,BALMA (POSTE),VERFEIL,220,1080,1185,1185,1289,,,1216.0377358490566,,,0.944,6.329,45.32,15.741,,,,,43.6293588,1.6722007,109817708.0
LIT 225kV N0 1 BARBUISE - CRENEY,17T000000017194M,RTE,BARBUISE,CRENEY,220,684,781,781,869,,,819.8113207547169,,,5.296,24.684,163.784,26.238,,48.5610291,3.5919899,118387084.0,48.3470887,4.1377539,120707003.0
LIT 225kV N0 1 BARBUISE - FOSSES (LES),17T000000017195K,RTE,BARBUISE,FOSSES (LES),220,684,781,781,869,,,819.8113207547169,,,4.727,22.104,148.894,39.31,,48.5610291,3.5919899,118387084.0,,,
LIT 225kV N0 1 BARJAC-CROISIERE,17T0000000172226,RTE,BARJAC,CROISIERE,220,660,694,694,756,,,713.2075471698113,,,4.819,15.387,118.666,21.472,,44.3147784,4.3433693,147394005.0,44.2710062,4.6975759,278718504.0
LIT 400kV N0 1 BARNABOS - PENLY (POSTE EVACUATION),17T000000017229T,RTE,BARNABOS,PENLY (POSTE EVACUATION),380,3465,3622,3622,3780,,,3566.0377358490564,,,0.707,12.046,210.27,47.082,,49.6571105,1.0123464,85710783.0,,,
LIT 400kV N0 1 BARNABOS - ROUGEMONTIER,17T0000000172315,RTE,BARNABOS,ROUGEMONTIER,380,3416,3622,3622,3780,,,3566.0377358490564,,,1.057,15.342,191.064,50.281,,49.6571105,1.0123464,85710783.0,49.3435019,0.7354034,85827397.0
LIT 400kV N0 1 BARNABOS - TERRIER,17T0000000172323,RTE,BARNABOS,TERRIER,380,3465,3622,3622,3780,,,3566.0377358490564,,,2.136,28.087,466.346,106.793,,49.6571105,1.0123464,85710783.0,49.2178026,2.2591596,85047359.0
LIT 400kV N0 1 BARNABOS - VAUPALIERE (LA),17T0000000172331,RTE,BARNABOS,VAUPALIERE (LA),380,3465,3622,3622,3780,,,3566.0377358490564,,,0.437,5.743,95.084,21.836,,49.6571105,1.0123464,85710783.0,,,
LIT 400kV N0 1 BARNABOS-REMISE,17T0000000172307,RTE,BARNABOS,REMISE,380,3465,3622,3622,3780,,,3566.0377358490564,,,1.725,22.672,374.954,86.154,,49.6571105,1.0123464,85710783.0,49.2880536,1.9302607,85821243.0
LIT 400kV N0 2 BARNABOS - ROUGEMONTIER,17T000000017238S,RTE,BARNABOS,ROUGEMONTIER,380,3416,3622,3622,3780,,,3566.0377358490564,,,1.057,15.342,191.068,50.274,,49.6571105,1.0123464,85710783.0,49.3435019,0.7354034,85827397.0
LIT 400kV N0 2 BARNABOS - TERRIER,17T000000017239Q,RTE,BARNABOS,TERRIER,380,3465,3622,3622,3780,,,3566.0377358490564,,,2.137,28.109,466.858,106.841,,49.6571105,1.0123464,85710783.0,49.2178026,2.2591596,85047359.0
LIT 400kV N0 2 BARNABOS - VAUPALIERE (LA),17T0000000172404,RTE,BARNABOS,VAUPALIERE (LA),380,3465,3622,3622,3780,,,3566.0377358490564,,,0.438,5.752,95.118,21.813,,49.6571105,1.0123464,85710783.0,,,
LIT 400kV N0 2 BARNABOS-PENLY (POSTE EVACUATION),17T000000017236W,RTE,BARNABOS,PENLY (POSTE EVACUATION),380,3465,3622,3622,3780,,,3566.0377358490564,,,0.707,12.044,210.228,47.082,,49.6571105,1.0123464,85710783.0,,,
LIT 400kV N0 2 BARNABOS-REMISE,17T000000017237U,RTE,BARNABOS,REMISE,380,3465,3622,3622,3780,,,3566.0377358490564,,,1.711,22.484,372.898,86.145,,49.6571105,1.0123464,85710783.0,49.2880536,1.9302607,85821243.0
LIT 225kV N0 1 BASTILLAC-LANNEMEZAN,17T000000017307Z,RTE,BASTILLAC,LANNEMEZAN,220,855,940,940,1025,,,966.9811320754717,,,3.166,20.675,148.13,32.175,,43.2253855,0.0401234,96822819.0,43.1129588,0.3925135,294002018.0
LIT 225kV N0 1 BATZENDORF-MARLENHEIM,17T000000017343V,RTE,BATZENDORF,MARLENHEIM,220,1100,1187,1187,1302,,,1228.3018867924527,,,1.804,11.989,87.04,11.884,,48.7993219,7.7243933,146402374.0,48.6118693,7.526388,118086309.0
LIT 400kV N0 1 BAYET - GREPILLES,17T0000000173978,RTE,BAYET,GREPILLES,380,2130,2374,2374,2576,,,2430.188679245283,,,2.126,21.558,266.886,70.752,,46.273016,3.2948041,71933086.0,46.0830885,4.1170471,118121876.0
LIT 400kV N0 1 BAYET - MARMAGNE,17T0000000173986,RTE,BAYET,MARMAGNE,380,2130,2300,2300,2400,,,2264.1509433962265,,,3.707,37.569,465.896,123.205,,46.273016,3.2948041,71933086.0,47.1019086,2.2603599,23286313.0
LIT 400kV N0 1 BAYET - RULHAT,17T0000000173994,RTE,BAYET,RULHAT,380,2600,2700,2700,2800,,,2641.509433962264,,,1.039,13.658,226.736,52.395,,46.273016,3.2948041,71933086.0,45.8135141,3.2705065,71933077.0
LIT 400kV N0 1 BAYET-GAUGLIN,17T000000017396A,RTE,BAYET,GAUGLIN,380,2800,3000,3000,3100,,,2924.528301886792,,,3.096,40.844,680.972,156.345,,46.273016,3.2948041,71933086.0,47.5066093,2.8704964,41829825.0
LIT 400kV N0 2 BAYET - GREPILLES,17T0000000174008,RTE,BAYET,GREPILLES,380,2130,2374,2374,2576,,,2430.188679245283,,,2.123,21.52,266.788,70.752,,46.273016,3.2948041,71933086.0,46.0830885,4.1170471,118121876.0
LIT 400kV N0 2 BAYET - MARMAGNE,17T0000000174016,RTE,BAYET,MARMAGNE,380,2130,2300,2300,2400,,,2264.1509433962265,,,3.71,37.594,466.21,123.205,,46.273016,3.2948041,71933086.0,47.1019086,2.2603599,23286313.0
LIT 400kV N0 2 BAYET - RULHAT,17T000000017422Z,RTE,BAYET,RULHAT,380,2600,2700,2700,2800,,,2641.509433962264,,,1.039,13.665,226.724,52.395,,46.273016,3.2948041,71933086.0,45.8135141,3.2705065,71933077.0
LIT 400kV N0 2 BAYET-ST-ELOI,17T000000017423X,RTE,BAYET,ST-ELOI,380,2800,3000,3000,3100,,,2924.528301886792,,,1.712,22.502,373.17,85.603,,46.273016,3.2948041,71933086.0,,,
LIT 225kV N0 1 BAYET - MONTVICQ,17T000000017393G,RTE,BAYET,MONTVICQ,220,814,855,983,1000,,,943.3962264150942,,,2.11,14.64,118,92.259,,46.273016,3.2948041,71933086.0,46.3059068,2.8211159,75509664.0
LIT 225kV N0 1 BAYET-SEMINAIRE,17T000000017394E,RTE,BAYET,SEMINAIRE,220,358,692,692,883,,,833.0188679245283,,,2.474,16.472,119.154,24.72,,46.273016,3.2948041,71933086.0,46.535278,3.3617243,137355542.0
LIT 225kV N0 1 BAYET-VOLVIC,17T000000017395C,RTE,BAYET,VOLVIC,220,814,983,983,1099,,,1036.7924528301887,,,2.68,18.73,132,34.72,,46.273016,3.2948041,71933086.0,45.8894227,3.0658869,137191333.0
LIT 225kV N0 1 BEAULIEU-FARRADIERE (LA),17T0000000189521,RTE,BEAULIEU,FARRADIERE (LA),220,632,890,890,1039,,,980.188679245283,,,1.799,12.415,91.578,16,,49.2158649,4.0266445,88249536.0,,,
LIT 225kV N0 1 BEAULIEU-GRANZAY,17T000000018954Y,RTE,BEAULIEU,GRANZAY,220,1249,1337,1337,1434,,,1352.830188679245,,,3.287,21.903,158.488,28,,49.2158649,4.0266445,88249536.0,46.2185299,-0.5186666,105630888.0
LIT 225kV N0 1 BEAULIEU-SIRMIERE,17T000000018955W,RTE,BEAULIEU,SIRMIERE,220,1249,1337,1337,1432,,,1350.943396226415,,,4.007,27.335,200.912,43.185,,49.2158649,4.0266445,88249536.0,,,
LIT 400kV N0 2 BEAUMONT-MONTEUX - CHAFFARD (LE),17T0000000169458,RTE,BEAUMONT-MONTEUX,CHAFFARD (LE),380,3465,3544,3544,3575,,,3372.6415094339623,,,2.261,22.922,283.972,75.994,,,,,,,
LIT 400kV N0 2 BEAUMONT-MONTEUX - COULANGE,17T0000000169466,RTE,BEAUMONT-MONTEUX,COULANGE,380,3465,3544,3544,3575,,,3372.6415094339623,,,1.715,19.416,223.21,61.247,,,,,44.6323905,4.7233264,84490483.0
LIT 225kV N0 1 BEAUMONT-MONTEUX-VALENCE,17T000000016942E,RTE,BEAUMONT-MONTEUX,VALENCE,220,695,782,782,855,,,806.6037735849056,,,1.17,5.76,46,11.268,,,,,48.01616,0.2250218,66196956.0
LIT 225kV N0 2 BEAUMONT-MONTEUX-GAMPALOUP,17T000000016944A,RTE,BEAUMONT-MONTEUX,GAMPALOUP,220,880,992,992,1086,,,1024.5283018867924,,,2.17,14.7,104,36.312,,,,,45.3352682,4.8333942,128106453.0
LIT 225kV N0 1 BEAUREGARD (SAINT-LAURENT-NOUAN)-CHAINGY,17T000000018976O,RTE,BEAUREGARD (SAINT-LAURENT-NOUAN),CHAINGY,220,483,675,675,786,,,741.5094339622641,,,1.785,8.515,55.478,77.914,,,,,47.8758076,1.8032174,34198056.0
LIT 225kV N0 1 BEAUTOR (POSTE) - HERIE-LA-VIEVILLE,17T0000000190208,RTE,BEAUTOR (POSTE),HERIE-LA-VIEVILLE (LE),220,507,709,709,822,,,775.4716981132075,,,2.796,12.61,87.382,27.764,,,,,,,
LIT 225kV N0 1 BEAUTOR (POSTE)-LATENA,17T000000019062T,RTE,BEAUTOR (POSTE),LATENA,220,1172,1285,1285,1388,,,1309.433962264151,,,1.75,12.011,88.696,12.168,,,,,49.6576763,2.9379827,85273680.0
LIT 225kV N0 1 BEAUTOR (POSTE)-LONG-CHAMP (LE),17T0000000190216,RTE,BEAUTOR (POSTE),LONG-CHAMP (LE),220,731,835,835,930,,,877.3584905660377,,,4.258,20.966,145.752,0.7,,,,,,,
LIT 225kV N0 1 BEAUTOR (POSTE)-SETIER,17T000000019063R,RTE,BEAUTOR (POSTE),SETIER,220,899,984,984,1061,,,1000.9433962264151,,,1.916,8.609,59.79,32.825,,,,,49.8430682,3.345949,98945703.0
LIT 225kV N0 2 BEAUTOR (POSTE)-LATENA,17T000000019064P,RTE,BEAUTOR (POSTE),LATENA,220,1400,1500,1500,1550,,,1462.264150943396,,,0.95,9.241,125.394,31.657,,,,,49.6576763,2.9379827,85273680.0
LIT 225kV N0 3 BEAUTOR (POSTE)-LATENA,17T000000019065N,RTE,BEAUTOR (POSTE),LATENA,220,2200,2300,2300,2400,,,2264.1509433962265,,,0.944,8.865,128.308,31.467,,,,,49.6576763,2.9379827,85273680.0
LIT 225KV N0 2 BEC - MARQUIS (LE),17T000000017468B,RTE,BEC,MARQUIS (LE),220,490,490,490,580,,,547.1698113207547,,,0.267,1.165,39.668,4.807,,52.0003456,8.6596117,24264701.0,45.0052972,-0.5497532,491111152.0
LIT 225kV N0 1 BELLE-DE-MAI-ENCO-DE-BOTTE,17T000000016905K,RTE,BELLE-DE-MAI,ENCO-DE-BOTTE,220,610,610,705,705,,,665.0943396226414,,,0.266,1.759,593.226,63.891,,43.3104665,5.3884504,733773994.0,43.3208821,5.4808773,118213015.0
LIT 225kV N0 1 BELLE-EPINE - DOMLOUP,17T000000016830P,RTE,BELLE-EPINE,DOMLOUP,220,934,934,1154,1154,,,1088.6792452830189,,,1.018,6.863,151.06,7.202,,,,,,,
LIT 225kV N0 1 BELLE-EPINE-RANCE-POSTE,17T000000016831N,RTE,BELLE-EPINE,RANCE-POSTE,220,795,864,864,931,,,878.3018867924528,,,6.323,28.584,198.168,16.184,,,,,,,
LIT 225kV N0 1 BERGE - CANTEGRIT,17T000000017634K,RTE,BERGE,CANTEGRIT,220,915,985,985,1060,,,1000,,,1.22,7.945,57.83,3.185,,52.5600732,13.4938076,20562009.0,44.0132434,-0.8871863,111458307.0
LIT 225kV N0 1 BERGE - MARSILLON,17T000000017635I,RTE,BERGE,MARSILLON,220,915,985,985,1060,,,1000,,,3.479,22.666,164.948,57.047,,52.5600732,13.4938076,20562009.0,43.3857827,-0.5953198,111414142.0
LIT 225kV N0 1 BERGHOLZ-MARLENHEIM,17T000000017663D,RTE,BERGHOLZ,MARLENHEIM,220,2200,2281,2281,2281,,,2151.88679245283,,,0.767,11.003,172.4,41.359,,48.7672292,7.0893973,193292042.0,48.6118693,7.526388,118086309.0
LIT 400kV N0 1 BEZAUMONT - HOUDREVILLE,17T-FR-000000066,RTE,BEZAUMONT,HOUDREVILLE,380,3465,3622,3622,3780,,,3566.0377358490564,,,1.038,13.645,226.24,51.843,,48.8572694,6.0977153,81665271.0,48.5199986,6.0813219,295403868.0
LIT 400kV N0 1 BEZAUMONT - MARLENHEIM,17T000000017794Z,RTE,BEZAUMONT,MARLENHEIM,380,2070,2282,2282,2400,,,2264.1509433962265,,,4.629,51.059,625.098,166.234,,48.8572694,6.0977153,81665271.0,48.6118693,7.526388,118086309.0
LIT 400kV N0 1 BEZAUMONT - VIGY,17T-FR-000000074,RTE,BEZAUMONT,VIGY,380,3294,3622,3622,3780,,,3566.0377358490564,,,0.886,11.633,192.46,44.148,,48.8572694,6.0977153,81665271.0,49.1979144,6.2767238,81641090.0
LIT 400kV N0 2 BEZAUMONT - HOUDREVILLE,17T-FR-000000082,RTE,BEZAUMONT,HOUDREVILLE,380,3465,3622,3622,3780,,,3566.0377358490564,,,1.031,13.545,224.574,51.462,,48.8572694,6.0977153,81665271.0,48.5199986,6.0813219,295403868.0
LIT 400kV N0 2 BEZAUMONT - VIGY,17T-FR-000000090,RTE,BEZAUMONT,VIGY,380,3294,3622,3622,3780,,,3566.0377358490564,,,0.887,11.644,192.584,44.179,,48.8572694,6.0977153,81665271.0,49.1979144,6.2767238,81641090.0
LIT 225kV N0 1 BEZAUMONT-CROIX-DE-METZ,17T000000017787W,RTE,BEZAUMONT,CROIX-DE-METZ,220,1172,1285,1285,1388,,,1309.433962264151,,,1.571,10.705,78.806,27.115,,48.8572694,6.0977153,81665271.0,48.6921113,5.9161393,120861987.0
LIT 225kV N0 1 BEZAUMONT-CUSTINE,17T000000017788U,RTE,BEZAUMONT,CUSTINE,220,1172,1285,1285,1388,,,1309.433962264151,,,0.761,5.07,36.64,12.619,,48.8572694,6.0977153,81665271.0,48.7654637,6.1386065,252139969.0
LIT 225kV N0 1 BEZAUMONT-VANDIERES,17T000000017789S,RTE,BEZAUMONT,VANDIERES,220,1172,1285,1285,1388,,,1309.433962264151,,,0.819,5.445,39.456,13.646,,48.8572694,6.0977153,81665271.0,48.9507043,6.0221938,147398279.0
LIT 225kV N0 2 BEZAUMONT-VANDIERES,17T0000000177914,RTE,BEZAUMONT,VANDIERES,220,1172,1285,1285,1375,,,1297.1698113207547,,,0.817,5.428,39.396,13.741,,48.8572694,6.0977153,81665271.0,48.9507043,6.0221938,147398279.0
LIT 225KV N0 1 BEZIERS-EST - ST-VINCENT,17T0000000177574,RTE,BEZIERS-EST,ST-VINCENT,220,419,419,419,567,,,534.9056603773585,,,0.259,0.761,229.032,4.443,,,,,,,
LIT 225KV N0 2 BEZIERS-EST - ST-VINCENT,17T0000000177582,RTE,BEZIERS-EST,ST-VINCENT,220,419,419,419,567,,,534.9056603773585,,,0.259,0.761,229.032,4.443,,,,,,,
LIT 225kV N0 1 BEZON-PONTCHATEAU,17T000000017825D,RTE,BEZON,PONTCHATEAU,220,846,928,928,1005,,,948.1132075471697,,,6.782,35.208,248.736,86.496,,,,,,,
LIT 225kV N0 1 BEZON-POTEAU ROUGE,17T000000017824F,RTE,BEZON,POTEAU-ROUGE,220,983,1022,1022,1059,,,999.0566037735848,,,6.829,35.619,251.492,88.449,,,,,,,
LIT 400kV N0 1 BIANCON - TRANS,17T000000017834C,RTE,BIANCON,TRANS,380,2128,2326,2326,2482,,,2341.509433962264,,,0.936,9.487,117.652,31.208,,43.5950885,6.8358856,121500497.0,50.2729792,14.5129741,14191867.0
LIT 400kV N0 2 BIANCON - TRANS,17T000000017835A,RTE,BIANCON,TRANS,380,2128,2326,2326,2482,,,2341.509433962264,,,0.936,9.487,117.652,31.212,,43.5950885,6.8358856,121500497.0,50.2729792,14.5129741,14191867.0
LIT 225kV N0 1 BIANCON - FREJUS,17T000000017831I,RTE,BIANCON,FREJUS,220,1100,1100,1600,1600,,,1509.433962264151,,,0.402,4.098,2250,24.588,,43.5950885,6.8358856,121500497.0,45.1947249,6.668294,355589986.0
LIT 225kV N0 1 BIANCON-MOUGINS,17T000000017832G,RTE,BIANCON,MOUGINS,220,1000,1000,1160,1185,,,1117.9245283018868,,,0.987,5.296,648.86,18.456,,43.5950885,6.8358856,121500497.0,43.5842576,7.0079127,139593701.0
LIT 225kV N0 1 BIANCON-PLAN-DE-GRASSE,17T000000017833E,RTE,BIANCON,PLAN-DE-GRASSE,220,1062,1160,1160,1238,,,1167.9245283018868,,,0.705,5.149,527.966,17.853,,43.5950885,6.8358856,121500497.0,,,
LIT 225kV N0 1 BISSY-GRANDE-ILE,17T000000017920J,RTE,BISSY,GRANDE-ILE,220,566,672,672,764,,,720.754716981132,,,1.63,7.68,106.696,18.962,,45.5902758,5.9006445,56585982.0,45.4706629,6.0282044,84182609.0
LIT 225kV N0 1 BLOCAUX - LIMEUX (400 kV),17T0000000180245,RTE,BLOCAUX,LIMEUX,220,967,967,1218,1218,,,1149.0566037735848,,,0.72,5.423,1889.02,29.137,,49.7720085,1.7833761,167268705.0,50.0111069,1.8283986,580568888.0
LIT 400kV N0 1 BOCTOIS - MERY-SUR-SEINE,17T000000018037X,RTE,BOCTOIS,MERY-SUR-SEINE,380,3465,3622,3622,3780,,,3566.0377358490564,,,0.714,9.372,154.654,35.548,,48.519368,3.5115552,118387083.0,48.5197718,3.9183484,82599261.0
LIT 400kV N0 1 BOCTOIS - MORBRAS,17T000000018038V,RTE,BOCTOIS,MORBRAS,380,3465,3622,3622,3780,,,3566.0377358490564,,,1.565,20.572,341.292,78.18,,48.519368,3.5115552,118387083.0,48.778795,2.6484339,27266058.0
LIT 400kV N0 2 BOCTOIS - MERY-SUR-SEINE,17T0000000180407,RTE,BOCTOIS,MERY-SUR-SEINE,380,3465,3622,3622,3780,,,3566.0377358490564,,,0.714,9.373,155.084,35.572,,48.519368,3.5115552,118387083.0,48.5197718,3.9183484,82599261.0
LIT 400kV N0 2 BOCTOIS - MORBRAS,17T0000000180415,RTE,BOCTOIS,MORBRAS,380,3465,3622,3622,3780,,,3566.0377358490564,,,1.606,21.112,350.254,77.983,,48.519368,3.5115552,118387083.0,48.778795,2.6484339,27266058.0
LIT 400kV N0 1 BOISSE (LA) - CHAFFARD (LE),17T000000018119V,RTE,BOISSE (LA),CHAFFARD (LE),380,1752,1998,1998,2172,,,2049.056603773585,,,0.724,7.901,79.792,23.479,,,,,,,
LIT 400kV N0 1 BOISSE (LA) - MIONS,17T0000000181209,RTE,BOISSE (LA),MIONS,380,2300,2450,2450,2600,,,2452.830188679245,,,0.617,6.605,69.378,20.08,,,,,45.6742597,4.9753804,24020441.0
LIT 225kV N0 1 BOISSE (LA) - CUSSET-POSTE,17T0000000181055,RTE,BOISSE (LA),CUSSET-POSTE,220,857,857,1024,1024,,,966.0377358490565,,,0.66,4.98,74,12.613,,,,,,,
LIT 225kV N0 1 BOISSE (LA) - GENISSIAT-POSTE,17T0000000181063,RTE,BOISSE (LA),GENISSIAT-POSTE,220,695,725,782,855,,,806.6037735849056,,,6.206,27.41,208.858,68.301,,,,,,,
LIT 225kV N0 1 BOISSE (LA) - ST-VULBAS-EST,17T000000018110C,RTE,BOISSE (LA),ST-VULBAS-EST,220,900,1015,1015,1112,,,1049.0566037735848,,,1.263,8.463,60.67,21.057,,,,,,,
LIT 225kV N0 2 BOISSE (LA) - CUSSET-POSTE,17T0000000181128,RTE,BOISSE (LA),CUSSET-POSTE,220,857,857,1024,1024,,,966.0377358490565,,,0.63,4.83,80,12.768,,,,,,,
LIT 225kV N0 2 BOISSE (LA) - MIONS,17T0000000181136,RTE,BOISSE (LA),MIONS,220,900,1015,1015,1112,,,1049.0566037735848,,,1.16,8.01,78,20.131,,,,,45.6742597,4.9753804,24020441.0
LIT 400kV N0 1 BOIS-TOLLOT - GENISSIAT-POSTE,17T-FR-000000503,RTE,BOIS-TOLLOT,GENISSIAT-POSTE,380,1948,2162,2162,2348,,,2215.094339622641,,,1.107,10.877,119.95,33.634,,46.2505546,6.0556676,26112209.0,,,
LIT 225kV N0 1 BOLLENE-CHATEAUNEUF-DU-RHONE,17T000000018155R,RTE,BOLLENE (POSTE RESEAU),CHATEAUNEUF-DU-RHONE,220,816,889,889,947,,,893.3962264150942,,,1.996,10.196,100.992,24.939,,,,,,,
LIT 225kV N0 1 BOLLENE-TERRADOU,17T000000018158L,RTE,BOLLENE (POSTE RESEAU),TERRADOU,220,816,889,889,947,,,893.3962264150942,,,3.767,17.664,123.036,43.937,,,,,44.0349162,5.0452177,183818442.0
LIT 225kV N0 1 BOLLENE-TRICASTIN-POSTE (LE),17T000000018159J,RTE,BOLLENE (POSTE RESEAU),TRICASTIN-POSTE (LE),220,1062,1160,1160,1238,,,1167.9245283018868,,,0.325,2.172,15.584,5.56,,,,,,,
LIT 225kV N0 2 BOLLENE - TRICASTIN-POSTE (LE),17T000000018182O,RTE,BOLLENE (POSTE RESEAU),TRICASTIN-POSTE (LE),220,1062,1160,1160,1238,,,1167.9245283018868,,,0.344,2.304,16.462,5.733,,,,,,,
LIT 225kV N0 1 BONNEAU-ORANGERIE (L),17T000000018195F,RTE,BONNEAU,ORANGERIE (L),220,1012,1150,1150,1247,,,1176.4150943396226,,,2.124,14.107,102.436,35.413,,46.5985563,0.3939044,115476080.0,,,
LIT 225kV N0 1 BONNEAU-VALDIVIENNE,17T000000018196D,RTE,BONNEAU,VALDIVIENNE,220,1180,1310,1310,1390,,,1311.3207547169811,,,1.656,10.454,84.73,27.611,,46.5985563,0.3939044,115476080.0,46.4658107,0.6489421,105690676.0
LIT 225kV N0 2 BONNEAU-VALDIVIENNE,17T000000018197B,RTE,BONNEAU,VALDIVIENNE,220,1180,1310,1310,1390,,,1311.3207547169811,,,1.653,10.436,84.588,27.592,,46.5985563,0.3939044,115476080.0,46.4658107,0.6489421,105690676.0
LIT 225kV N0 1 BONNIERES - MEZEROLLES,17T000000018237P,RTE,BONNIERES,MEZEROLLES,220,1172,1285,1285,1388,,,1309.433962264151,,,1.702,11.349,81.964,28.492,,49.022477,1.5594805,92316708.0,48.9330211,1.7414515,89034196.0
LIT 225kV N0 1 BOUDEYRE-CHATEAUNEUF-DU-RHONE,17T000000018353N,RTE,BOUDEYRE,CHATEAUNEUF-DU-RHONE,220,862,928,928,987,,,931.132075471698,,,2.433,11.463,80.012,28.383,,44.5755149,4.3729251,135727900.0,,,
LIT 225kV N0 1 BOUDEYRE-MONTPEZAT,17T000000018354L,RTE,BOUDEYRE,MONTPEZAT,220,862,928,928,987,,,931.132075471698,,,1.724,7.671,53.432,19.1,,44.5755149,4.3729251,135727900.0,44.7027062,4.229484,440538762.0
LIT 225kV N0 1 BOULE (LA) - PUTEAUX,17T000000018391F,RTE,BOULE (LA),PUTEAUX,220,490,490,730,730,,,688.6792452830189,,,0.091,0.613,285.84,3.507,,,,,48.8771509,2.2350826,244036491.0
LIT 225kV N0 1 BOURGUIGNON - ETUPES,17T0000000191107,RTE,BOURGUIGNON,ETUPES,220,791,853,853,934,,,881.132075471698,,,1.431,5.598,38.924,13.832,,47.4215219,6.7756561,490191058.0,47.5073915,6.8479447,89158123.0
LIT 225kV N0 1 BOURGUIGNON - MAMBELIN,17T0000000191115,RTE,BOURGUIGNON,MAMBELIN,220,791,853,853,934,,,881.132075471698,,,1.143,4.789,33.694,11.881,,47.4215219,6.7756561,490191058.0,47.3672079,6.6634548,39389229.0
LIT 400kV N0 1 BOUTRE - PLAN-D ORGON,17T000000018432R,RTE,BOUTRE,PLAN-D ORGON,380,3192,3489,3489,3723,,,3512.264150943396,,,1.659,21.818,362.202,83.165,,43.690868,5.8323699,100087916.0,,,
LIT 400kV N0 1 BOUTRE - PRIONNET,17T000000018433P,RTE,BOUTRE,PRIONNET,380,3192,3489,3489,3723,,,3512.264150943396,,,0.147,2.356,34.136,8.951,,43.690868,5.8323699,100087916.0,43.7053685,5.7724506,202753898.0
LIT 225kV N0 1 BOUTRE - TRANS,17T000000018431T,RTE,BOUTRE,TRANS,220,1250,1250,1600,1600,,,1509.433962264151,,,1.02,10.4,4902,64.661,,43.690868,5.8323699,100087916.0,50.2729792,14.5129741,14191867.0
LIT 225kV N0 1 BOUTRE-COUDON (LE),17T000000018427K,RTE,BOUTRE,COUDON (LE),220,2200,2300,2300,2400,,,2264.1509433962265,,,1.641,17.352,263.256,63.4,,43.690868,5.8323699,100087916.0,,,
LIT 225kV N0 1 BOUTRE-SAINTE-TULLE 1,17T000000018430V,RTE,BOUTRE,STE-TULLE,220,1144,1249,1249,1333,,,1257.5471698113206,,,0.705,5.573,37.2,13.295,,43.690868,5.8323699,100087916.0,,,
LIT 225kV N0 1 BRAILLY-CORNEHOTTE - SORRUS,17T000000016790B,RTE,BRAILLY-CORNEHOTTE,SORRUS,220,865,865,865,865,,,816.0377358490566,,,2.769,12.603,87.356,30.947,,50.236335,1.9678378,219639224.0,50.4556589,1.7217369,147580996.0
LIT 400kV N0 1 BRAUD - MARQUIS (LE),17T000000018481E,RTE,BRAUD,MARQUIS (LE),380,2200,2300,2300,2400,,,2264.1509433962265,,,0.921,11.921,147.052,39.424,,45.2577594,-0.6820038,105515586.0,45.0052972,-0.5497532,491111152.0
LIT 400kV N0 1 BRAUD - PREGUILLAC,17T000000018502W,RTE,BRAUD,PREGUILLAC,380,3072,3414,3414,3598,,,3394.3396226415093,,,0.994,14.43,179.718,47.291,,45.2577594,-0.6820038,105515586.0,45.6741716,-0.6062348,105571340.0
